Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,district,area_comfort
65000.0,2.0,1048.0,15.0,17.0,2018.0,62.0,34.0,12.0,Данченка,Голосіївський,16.0
63000.0,3.0,1125.0,5.0,5.0,1965.0,56.0,42.0,6.0,Голосіївський,Голосіївський,8.0
95000.0,1.0,2568.0,5.0,11.0,1967.0,37.0,22.0,7.0,*** not found,Шевченківський,8.0
100000.0,2.0,1562.0,8.0,20.0,2010.0,64.0,31.0,18.0,Глибочицька,Шевченківський,15.0
165000.0,4.0,1213.0,11.0,12.0,2019.0,136.0,100.0,30.0,Багговутівська,Шевченківський,6.0
150000.0,3.0,2239.0,3.0,5.0,1917.0,67.0,42.0,14.0,Саксаганського,"Голосіївський, Печерський, Шевченківський",11.0
64000.0,2.0,914.0,7.0,25.0,2010.0,70.0,36.0,10.0,Моторний,Оболонський,24.0
73860.0,2.0,1319.0,5.0,9.0,2010.0,56.0,30.0,9.0,Йорданська,Оболонський,17.0
295000.0,2.0,4275.0,5.0,15.0,2019.0,69.0,49.0,20.0,Саперне Поле,Печерський,0.0
55000.0,1.0,965.0,10.0,25.0,2018.0,57.0,20.0,16.0,Вернадського,Шевченківський,21.0
79900.0,3.0,1051.0,7.0,10.0,1997.0,76.0,40.0,12.0,Курбаса,Шевченківський,24.0
100000.0,1.0,2273.0,3.0,11.0,2019.0,44.0,37.0,10.0,Багговутівська,Шевченківський,-3.0
122000.0,2.0,1679.0,4.0,9.0,2010.0,69.0,37.0,14.0,Набережно-Рибальська,Подільський,18.0
145000.0,2.0,1933.0,4.0,4.0,1899.0,75.0,42.0,10.0,Саксаганського,"Голосіївський, Печерський, Шевченківський",23.0
133000.0,3.0,1385.0,20.0,25.0,2015.0,96.0,50.0,16.0,Малиновського,Солом'янський,30.0
143000.0,3.0,1486.0,4.0,9.0,2011.0,69.0,40.0,30.0,Протасів Яр,Солом'янський,-1.0
62000.0,2.0,1378.0,2.0,5.0,1968.0,45.0,30.0,7.0,Німанська,Печерський,8.0
95000.0,3.0,1397.0,3.0,9.0,2010.0,68.0,40.0,8.0,Підвисоцького,Святошинський,20.0
38000.0,1.0,1152.0,4.0,9.0,1970.0,33.0,17.0,8.0,Зодчих,Святошинський,8.0
52500.0,2.0,1050.0,9.0,9.0,1973.0,50.0,30.0,14.0,Рокосовського,Печерський,6.0
229000.0,2.0,3181.0,5.0,6.0,1935.0,72.0,42.0,10.0,Шовковична,Печерський,20.0
62000.0,1.0,1550.0,7.0,26.0,2017.0,40.0,17.0,11.0,Крушельницької,Солом'янський,12.0
70000.0,2.0,1006.0,23.0,25.0,2010.0,69.0,37.0,14.0,Новопольова,Солом'янський,18.0
45000.0,1.0,1125.0,11.0,26.0,2010.0,40.0,17.0,10.0,Визволителів,Дніпровський,13.0
70000.0,3.0,875.0,5.0,6.0,2010.0,80.0,54.0,8.0,Сонячна,Шевченківський,18.0
158000.0,2.0,2135.0,24.0,25.0,2014.0,74.0,38.0,15.0,Сікорського,Шевченківський,21.0
58900.0,2.0,950.0,14.0,25.0,2010.0,62.0,37.0,12.0,Радченка,Шевченківський,13.0
104700.0,1.0,2380.0,14.0,19.0,2020.0,44.0,18.0,11.0,Бульварно-Кудрявська,Шевченківський,15.0
37000.0,1.0,925.0,11.0,25.0,2010.0,40.0,37.0,10.0,Кайсарова,"Голосіївський,Солом'янський",-7.0
85000.0,2.0,1328.0,4.0,24.0,2010.0,64.0,30.0,20.0,Дніпровська,Оболонський,14.0
46000.0,3.0,767.0,1.0,5.0,1965.0,60.0,40.0,8.0,Перова,Дніпровський,12.0
150000.0,3.0,1500.0,4.0,25.0,2016.0,100.0,53.0,15.0,Глушкова,Голосіївський,32.0
52500.0,2.0,1050.0,9.0,9.0,1973.0,50.0,30.0,14.0,Рокосовського,Голосіївський,6.0
120000.0,2.0,1379.0,20.0,25.0,2013.0,87.0,40.0,20.0,Саперно-Слобідська,Голосіївський,27.0
38000.0,1.0,1118.0,4.0,9.0,1979.0,34.0,18.0,7.0,Миколи Кибальчича,"Голосіївський, Печерський",9.0
45000.0,3.0,750.0,9.0,9.0,1980.0,60.0,40.0,7.0,Миколи Ушакова,"Голосіївський, Печерський",13.0
250000.0,3.0,1538.0,10.0,22.0,2001.0,69.0,50.0,20.0,Антоновича,"Голосіївський, Печерський",-1.0
185000.0,3.0,1745.0,18.0,25.0,2014.0,106.0,37.0,14.0,Богданівська,Солом'янський,55.0
68000.0,2.0,1030.0,10.0,26.0,2020.0,66.0,27.0,24.0,Сверстюка,Дарницький,15.0
57000.0,1.0,1295.0,9.0,25.0,2019.0,44.0,37.0,16.0,Сверстюка,Дарницький,-9.0
52500.0,2.0,721.0,7.0,25.0,2021.0,69.0,30.0,18.0,Ревуцького,Дарницький,21.0
250000.0,4.0,1923.0,7.0,22.0,2010.0,130.0,50.0,50.0,Ованеса Туманяна,Печерський,30.0
540000.0,4.0,4000.0,4.0,14.0,2019.0,135.0,37.0,14.0,Саперне Поле,Печерський,84.0
120000.0,3.0,945.0,12.0,16.0,1997.0,127.0,37.0,14.0,Григоренка,Оболонський,76.0
55999.0,1.0,1400.0,13.0,14.0,2020.0,40.0,22.0,6.0,Гречка,Оболонський,12.0
68800.0,3.0,1110.0,2.0,12.0,1977.0,62.0,40.0,8.0,Богатирська,Оболонський,14.0
120000.0,2.0,2400.0,19.0,22.0,2009.0,50.0,37.0,14.0,Білоруська,Шевченківський,-1.0
94000.0,1.0,2043.0,1.0,9.0,2010.0,46.0,37.0,14.0,Регенераторна,Дніпровський,-5.0
65500.0,1.0,1770.0,20.0,27.0,2019.0,37.0,14.0,9.0,Вишняківська,Дарницький,14.0
50000.0,2.0,1087.0,16.0,16.0,1982.0,46.0,26.0,8.0,Гонгадзе,Подільський,12.0
52500.0,1.0,1117.0,15.0,25.0,2019.0,47.0,15.0,18.0,Правди,Подільський,14.0
64980.0,4.0,812.0,4.0,9.0,1969.0,80.0,56.0,7.0,Кольцова,Святошинський,17.0
115000.0,2.0,1643.0,13.0,17.0,2014.0,70.0,32.0,12.0,Воскресенська,Дніпровський,26.0
200000.0,2.0,2564.0,14.0,20.0,2005.0,78.0,38.0,19.0,Руставелі,Голосіївський,21.0
484000.0,2.0,3569.0,2.0,24.0,2010.0,69.0,37.0,14.0,Голосіївський,Голосіївський,18.0
79000.0,1.0,1775.0,5.0,18.0,2015.0,69.0,37.0,15.0,Комбінатна,Дніпровський,17.0
45000.0,2.0,1000.0,5.0,5.0,1960.0,45.0,31.0,6.0,Салютна,Шевченківський,8.0
78000.0,1.0,1418.0,7.0,26.0,2010.0,55.0,15.0,18.0,Маланюка,Печерський,22.0
91999.0,3.0,1000.0,1.0,5.0,1958.0,92.0,48.0,27.0,Ромоданова,Печерський,17.0
128000.0,1.0,2510.0,2.0,9.0,2015.0,51.0,15.0,25.0,Саперне Поле,Печерський,11.0
38700.0,1.0,900.0,18.0,25.0,2010.0,43.0,15.0,16.0,Сім’ї Кульженків,"Голосіївський, Печерський",12.0
95000.0,2.0,1557.0,3.0,5.0,1960.0,61.0,37.0,14.0,Лабораторна,"Голосіївський, Печерський",10.0
77000.0,1.0,1426.0,16.0,24.0,2015.0,54.0,22.0,11.0,Драгоманова,Дарницький,21.0
52990.0,1.0,1162.0,7.0,22.0,2010.0,69.0,19.0,20.0,Кудрявська,Шевченківський,30.0
330000.0,3.0,2357.0,2.0,9.0,2000.0,140.0,37.0,14.0,Кудрявська,Шевченківський,89.0
83000.0,2.0,1107.0,10.0,26.0,2019.0,75.0,30.0,27.0,Краківська,Дніпровський,18.0
105000.0,2.0,1721.0,12.0,12.0,2008.0,61.0,27.0,26.0,Кольцова,Святошинський,8.0
225000.0,2.0,4500.0,8.0,23.0,2019.0,50.0,37.0,14.0,Антоновича,"Голосіївський, Печерський",-1.0
62000.0,2.0,954.0,3.0,19.0,2001.0,65.0,37.0,14.0,Лариси Руденко,Оболонський,14.0
90000.0,4.0,811.0,1.0,14.0,2008.0,111.0,72.0,12.0,Івана Пулюя,Оболонський,27.0
215000.0,3.0,2389.0,2.0,5.0,1959.0,90.0,40.0,10.0,Українки,Оболонський,40.0
137000.0,3.0,1575.0,1.0,9.0,1970.0,87.0,59.0,13.0,Тютюнника,Оболонський,15.0
36000.0,1.0,1000.0,9.0,9.0,1980.0,36.0,19.0,7.0,Юрія Смолича,Оболонський,10.0
195000.0,4.0,1931.0,6.0,24.0,2014.0,101.0,70.0,15.0,Оболонський,Оболонський,16.0
60000.0,3.0,882.0,7.0,16.0,1975.0,68.0,44.0,8.0,Курбаса,Дарницький,16.0
87000.0,2.0,1338.0,16.0,17.0,2002.0,65.0,37.0,13.0,Верховинця,Дарницький,15.0
185000.0,2.0,2256.0,5.0,21.0,2015.0,82.0,61.0,12.0,Зарічна,Дарницький,9.0
210000.0,2.0,2442.0,9.0,23.0,2012.0,86.0,42.0,21.0,Дніпровська,Оболонський,23.0
135000.0,2.0,1776.0,11.0,25.0,2011.0,76.0,45.0,12.0,Коломийський,Голосіївський,19.0
84000.0,3.0,944.0,8.0,26.0,2010.0,89.0,43.0,18.0,Правди,Подільський,28.0
160000.0,3.0,2000.0,21.0,25.0,2018.0,80.0,37.0,14.0,Каховська,Дніпровський,29.0
292000.0,3.0,2454.0,10.0,11.0,2010.0,119.0,37.0,17.0,Бойчука,Подільський,65.0
53000.0,1.0,1104.0,8.0,25.0,2010.0,48.0,14.0,19.0,Правди,Подільський,15.0
115000.0,1.0,2738.0,6.0,24.0,2019.0,42.0,37.0,14.0,Маккейна,Шевченківський,-9.0
90900.0,1.0,1748.0,14.0,36.0,2010.0,52.0,37.0,14.0,Перемоги,Шевченківський,1.0
2100000.0,3.0,7292.0,7.0,11.0,2007.0,288.0,150.0,35.0,Грушевського,Дарницький,103.0
980000.0,6.0,2761.0,7.0,7.0,2010.0,355.0,320.0,33.0,Срібнокільська,Дарницький,2.0
91260.0,1.0,1738.0,29.0,36.0,2010.0,69.0,17.0,14.0,Перемоги,Шевченківський,38.0
118000.0,2.0,1573.0,16.0,22.0,2010.0,75.0,32.0,12.0,Урлівська,Дарницький,31.0
84100.0,2.0,1294.0,22.0,32.0,2010.0,65.0,34.0,14.0,Заболотного,Святошинський,17.0
79700.0,1.0,2952.0,23.0,23.0,2012.0,27.0,15.0,5.0,Максимовича,Святошинський,7.0
220000.0,4.0,1746.0,16.0,23.0,2004.0,126.0,80.0,14.0,Бажана,Оболонський,32.0
155000.0,2.0,2214.0,9.0,10.0,2014.0,70.0,37.0,14.0,Сікорського,Оболонський,19.0
40000.0,1.0,1176.0,10.0,16.0,1973.0,34.0,37.0,8.0,Курбаса,Оболонський,-11.0
68500.0,1.0,1593.0,11.0,27.0,2010.0,43.0,14.0,16.0,Дніпровська,Оболонський,13.0
720000.0,4.0,4500.0,8.0,19.0,2010.0,160.0,37.0,14.0,Драгомирова,Деснянський,109.0
64000.0,2.0,1231.0,3.0,12.0,1983.0,52.0,30.0,9.0,Антонова,Деснянський,13.0
44000.0,2.0,1023.0,5.0,5.0,1960.0,43.0,27.0,6.0,Антонова,Деснянський,10.0
63000.0,3.0,1086.0,7.0,9.0,2010.0,58.0,40.0,7.0,Бучми,Деснянський,11.0
64500.0,3.0,935.0,7.0,9.0,1970.0,69.0,45.0,10.0,Кубанської України,Деснянський,14.0
100000.0,2.0,1408.0,15.0,23.0,2007.0,71.0,30.0,12.0,Дніпровська,Оболонський,29.0
249999.0,3.0,2500.0,17.0,25.0,2017.0,100.0,37.0,14.0,Панельна,Оболонський,49.0
270000.0,4.0,1525.0,17.0,25.0,2005.0,177.0,112.0,18.0,Коновальця,Оболонський,47.0
52000.0,1.0,1238.0,4.0,4.0,2010.0,42.0,17.0,14.0,Богатирська,Оболонський,11.0
50000.0,1.0,1562.0,9.0,9.0,1977.0,32.0,17.0,7.0,Оболонський,Оболонський,8.0
465000.0,4.0,3019.0,18.0,25.0,2005.0,154.0,37.0,14.0,Українки,Подільський,103.0
125000.0,3.0,1623.0,3.0,24.0,2015.0,77.0,42.0,14.0,Бориса Гмирі,Подільський,21.0
84000.0,2.0,1000.0,19.0,25.0,2010.0,84.0,37.0,23.0,Правди,Подільський,24.0
69000.0,1.0,1643.0,8.0,10.0,2018.0,42.0,12.0,20.0,Центральна,Дніпровський,10.0
70000.0,2.0,1446.0,6.0,9.0,1968.0,69.0,30.0,8.0,Преображенська,Солом'янський,31.0
260000.0,4.0,1781.0,24.0,24.0,2018.0,146.0,37.0,14.0,Коновальця,"Голосіївський, Шевченківський, Печерський",95.0
124860.0,2.0,2230.0,5.0,5.0,1959.0,56.0,30.0,9.0,Українки,"Голосіївський, Шевченківський, Печерський",17.0
135000.0,4.0,1688.0,5.0,5.0,1959.0,80.0,55.0,15.0,*** not found,"Голосіївський, Шевченківський, Печерський",10.0
170000.0,3.0,2068.0,4.0,5.0,1910.0,69.0,37.0,14.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський",18.0
84000.0,1.0,1680.0,12.0,26.0,2018.0,50.0,16.0,16.0,Липківського,Голосіївський,18.0
612500.0,5.0,2300.0,10.0,11.0,2010.0,69.0,37.0,38.0,Бойчука,Голосіївський,-6.0
46500.0,2.0,1257.0,5.0,5.0,1962.0,37.0,22.0,7.0,Васильківська,Голосіївський,8.0
129000.0,3.0,1162.0,21.0,25.0,2007.0,111.0,58.0,14.0,Данькевича,Оболонський,39.0
89332.9,3.0,1146.5,1.0,4.0,2010.0,69.0,37.0,14.0,Богатирська,Оболонський,18.0
99000.0,3.0,1375.0,9.0,10.0,1977.0,72.0,37.0,14.0,Українки,Печерський,21.0
117000.0,3.0,1603.0,9.0,16.0,2010.0,73.0,29.0,11.0,Гречка,Печерський,33.0
1035900.0,5.0,4504.0,4.0,8.0,2016.0,230.0,75.0,78.0,Редутна,Печерський,77.0
132000.0,3.0,1650.0,22.0,24.0,2015.0,80.0,37.0,14.0,Бориса Гмирі,Подільський,29.0
340000.0,3.0,2833.0,2.0,18.0,2010.0,120.0,37.0,20.0,Драгомирова,Подільський,63.0
31000.0,1.0,1192.0,2.0,5.0,1965.0,26.0,37.0,6.0,Туполєва,Подільський,-17.0
55000.0,3.0,859.0,1.0,9.0,1971.0,64.0,41.0,14.0,Кондратюка,Подільський,9.0
43000.0,2.0,915.0,1.0,9.0,1971.0,47.0,30.0,7.0,Мінський,Подільський,10.0
235000.0,4.0,1728.0,8.0,24.0,2007.0,136.0,81.0,17.0,Княжий Затон,Дарницький,38.0
105900.0,1.0,1925.0,22.0,26.0,2016.0,55.0,37.0,14.0,Герцена,Шевченківський,4.0
49700.0,1.0,1012.0,19.0,25.0,2020.0,69.0,18.0,18.0,Балтійський,Оболонський,33.0
110000.0,3.0,1000.0,10.0,17.0,2010.0,110.0,61.0,16.0,Ернста,Голосіївський,33.0
275000.0,2.0,3929.0,6.0,25.0,2010.0,70.0,37.0,25.0,Шаповала,Голосіївський,8.0
220000.0,2.0,3607.0,2.0,5.0,2010.0,61.0,30.0,10.0,Городецького,Голосіївський,21.0
30000.0,1.0,602.0,22.0,25.0,2010.0,69.0,37.0,14.0,Сім'ї Сосніних,Голосіївський,18.0
140000.0,1.0,2729.0,10.0,12.0,2010.0,69.0,37.0,14.0,Івана Мазепи,Голосіївський,18.0
132500.0,2.0,1636.0,15.0,22.0,2012.0,81.0,37.0,16.0,Червоноткацька,Голосіївський,28.0
50000.0,1.0,1667.0,5.0,5.0,1962.0,30.0,16.0,5.0,*** not found,Голосіївський,9.0
225000.0,3.0,2022.0,11.0,25.0,2008.0,69.0,37.0,14.0,Голосіївська,Голосіївський,18.0
165000.0,2.0,2324.0,2.0,4.0,1895.0,71.0,47.0,8.0,*** not found,Печерський,16.0
65000.0,2.0,970.0,24.0,25.0,2019.0,67.0,34.0,11.0,Миколи Гулака,Печерський,22.0
230000.0,2.0,4107.0,3.0,25.0,2019.0,56.0,37.0,14.0,Івана Федорова,Печерський,5.0
205000.0,1.0,3796.0,13.0,14.0,2017.0,54.0,18.0,25.0,Саперне Поле,Печерський,11.0
33071.4,1.0,718.9,24.0,25.0,2010.0,46.0,25.0,12.0,Миколи Хвильового,Шевченківський,9.0
777500.0,3.0,4494.0,3.0,13.0,2003.0,173.0,111.0,19.0,Паторжинського,Шевченківський,43.0
128500.0,3.0,988.0,23.0,24.0,2014.0,130.0,90.0,15.0,Наумовича,Оболонський,25.0
80000.0,2.0,1404.0,25.0,25.0,2010.0,57.0,24.0,19.0,Калнишевського,Оболонський,14.0
100500.0,2.0,1378.0,16.0,26.0,2010.0,69.0,37.0,14.0,Дніпровська,Оболонський,18.0
149000.0,1.0,3170.0,3.0,9.0,2010.0,47.0,37.0,14.0,Електриків,Подільський,-4.0
95000.0,1.0,2317.0,14.0,25.0,2018.0,41.0,37.0,14.0,Солом'янська,Солом'янський,-10.0
159000.0,2.0,2446.0,4.0,4.0,1898.0,65.0,15.0,30.0,Шевченка,Деснянський,20.0
68000.0,2.0,1259.0,14.0,16.0,1982.0,54.0,37.0,14.0,Озерна,Оболонський,3.0
89400.0,3.0,1090.0,9.0,15.0,1998.0,82.0,42.0,14.0,Григоренка,Голосіївський,26.0
330000.0,3.0,2674.0,4.0,24.0,2016.0,69.0,56.0,14.0,Антонова,Голосіївський,-1.0
229000.0,3.0,1684.0,2.0,24.0,2013.0,136.0,72.0,20.0,Голосіївський,Голосіївський,44.0
67000.0,1.0,1426.0,16.0,16.0,2016.0,47.0,37.0,14.0,Комарова,"Солом'янський, Шевченківський ",-4.0
66500.0,2.0,1279.0,9.0,10.0,1989.0,52.0,29.0,8.0,Борщагівська,"Солом'янський, Шевченківський ",15.0
480000.0,4.0,3200.0,20.0,23.0,2009.0,150.0,84.0,16.0,Шевченка,Деснянський,50.0
74000.0,1.0,1762.0,3.0,16.0,2010.0,42.0,37.0,14.0,Максимовича,Святошинський,-9.0
175000.0,3.0,1842.0,10.0,25.0,2011.0,95.0,52.0,11.0,Ковальський,Солом'янський,32.0
159000.0,2.0,2092.0,20.0,24.0,2016.0,76.0,37.0,14.0,Малевича,Печерський,25.0
3200000.0,5.0,9143.0,5.0,5.0,2010.0,350.0,37.0,14.0,Мічуріна,Печерський,299.0
380000.0,3.0,1990.0,15.0,47.0,2012.0,191.0,37.0,14.0,*** not found,Оболонський,140.0
63000.0,2.0,808.0,22.0,25.0,2010.0,78.0,36.0,12.0,Балтійський,Оболонський,30.0
85000.0,3.0,1104.0,6.0,20.0,1998.0,77.0,45.0,9.0,Азербайджанська,Дніпровський,23.0
130032.0,2.0,1548.0,15.0,25.0,2016.0,84.0,50.0,17.0,Зарічна,Дарницький,17.0
95700.0,3.0,1113.0,25.0,25.0,2016.0,86.0,43.0,12.0,Чавдар,Подільський,31.0
50000.0,1.0,1316.0,18.0,24.0,2019.0,38.0,17.0,10.0,Правди,Подільський,11.0
114900.0,3.0,1197.0,12.0,22.0,2006.0,96.0,47.0,14.0,Урлівська,Дарницький,35.0
41500.0,1.0,1092.0,4.0,25.0,2010.0,38.0,17.0,10.0,Бориспільська,Дарницький,11.0
125000.0,3.0,1302.0,12.0,25.0,2016.0,96.0,46.0,14.0,Поправки,Дарницький,36.0
48000.0,2.0,923.0,7.0,16.0,2010.0,52.0,37.0,14.0,Бориспільська,Дарницький,1.0
59899.0,2.0,1393.0,9.0,9.0,1967.0,43.0,28.0,7.0,Ентузіастів,Дніпровський,8.0
83000.0,1.0,1566.0,10.0,10.0,2017.0,53.0,37.0,14.0,Малоземельна,Дарницький,2.0
335000.0,1.0,4926.0,22.0,32.0,2016.0,68.0,16.0,35.0,Саксаганського,"Голосіївський, Печерський, Шевченківський",17.0
98500.0,3.0,1449.0,5.0,9.0,1980.0,68.0,43.0,10.0,Героїв Сталінграда,Оболонський,15.0
58000.0,3.0,841.0,9.0,9.0,1971.0,69.0,37.0,14.0,Зодчих,Святошинський,18.0
52000.0,1.0,1576.0,10.0,24.0,2010.0,33.0,15.0,7.0,Калнишевського,Печерський,11.0
345000.0,4.0,2054.0,10.0,18.0,2005.0,168.0,89.0,13.0,Старонаводницька,Печерський,66.0
89900.0,2.0,1138.0,2.0,34.0,2010.0,79.0,32.0,20.0,Заболотного,Подільський,27.0
58000.0,1.0,1286.0,24.0,25.0,2010.0,69.0,37.0,14.0,Правди,Подільський,18.0
66500.0,3.0,1023.0,5.0,9.0,1978.0,65.0,42.0,8.0,*** not found,"Голосіївський, Печерський",15.0
290000.0,1.0,6444.0,22.0,24.0,2019.0,45.0,12.0,18.0,Антоновича,"Голосіївський, Печерський",15.0
380000.0,4.0,1767.0,3.0,25.0,2011.0,215.0,110.0,40.0,Шаповала,Шевченківський,65.0
230000.0,2.0,4107.0,3.0,25.0,2019.0,56.0,37.0,14.0,Івана Федорова,Шевченківський,5.0
135000.0,2.0,1800.0,5.0,10.0,2001.0,75.0,27.0,34.0,Деревлянська,Шевченківський,14.0
165000.0,3.0,1602.0,9.0,17.0,2011.0,103.0,60.0,25.0,Вільямса,Солом'янський,18.0
107000.0,3.0,1189.0,12.0,14.0,2010.0,90.0,52.0,11.0,Васильченка,Солом'янський,27.0
139990.0,1.0,3182.0,24.0,24.0,2017.0,44.0,20.0,15.0,Предславинська,Печерський,9.0
31000.0,1.0,886.0,14.0,25.0,2010.0,35.0,37.0,14.0,Крайня,Деснянський,-16.0
58000.0,2.0,866.0,15.0,25.0,2009.0,67.0,32.0,12.0,Милославська,Деснянський,23.0
145000.0,3.0,1593.0,3.0,25.0,2018.0,91.0,68.0,17.0,Воскресенська,Дніпровський,6.0
67900.0,2.0,1235.0,22.0,26.0,2010.0,55.0,25.0,15.0,Маланюка,Оболонський,15.0
230000.0,3.0,2035.0,12.0,24.0,2007.0,113.0,53.0,15.0,Дніпровська,Оболонський,45.0
240000.0,3.0,2449.0,4.0,5.0,1895.0,98.0,57.0,11.0,Пушкінська,Шевченківський,30.0
150000.0,2.0,2459.0,23.0,25.0,2015.0,61.0,33.0,9.0,Зарічна,Дарницький,19.0
499990.0,3.0,3125.0,5.0,11.0,2005.0,160.0,37.0,14.0,Тургенєвська,Шевченківський,109.0
66624.0,3.0,833.1,13.0,26.0,2010.0,69.0,37.0,14.0,Радченка,Дарницький,18.0
140000.0,3.0,1265.0,6.0,9.0,2010.0,69.0,37.0,38.0,Зарічна,Дарницький,-6.0
68900.0,1.0,1531.0,8.0,9.0,2016.0,45.0,25.0,11.0,Метрологічна,Голосіївський,9.0
73860.0,2.0,1319.0,5.0,9.0,2010.0,56.0,30.0,9.0,Йорданська,Оболонський,17.0
49500.0,2.0,1053.0,5.0,9.0,1969.0,47.0,28.0,7.0,Кольцова,Святошинський,12.0
138000.0,2.0,2300.0,13.0,14.0,2017.0,60.0,30.0,10.0,Максимовича,Святошинський,20.0
55500.0,2.0,911.0,8.0,19.0,1971.0,69.0,28.0,14.0,Науки,Голосіївський,27.0
206000.0,3.0,1943.0,18.0,20.0,2008.0,106.0,58.0,14.0,Саперно-Слобідська,Голосіївський,34.0
110000.0,1.0,3333.0,3.0,10.0,1977.0,33.0,20.0,14.0,Шовковична,Печерський,-1.0
250000.0,3.0,2809.0,3.0,23.0,2019.0,89.0,37.0,14.0,Трускавецька,Дарницький,38.0
59157.0,2.0,873.0,11.0,17.0,2010.0,69.0,37.0,14.0,Гавела,"Шевченківський, Солом'янський",18.0
53000.0,1.0,1152.0,7.0,25.0,2010.0,46.0,37.0,14.0,Повітрофлотський,"Шевченківський, Солом'янський",-5.0
58000.0,3.0,1000.0,9.0,9.0,1967.0,58.0,37.0,8.0,Запорожця,Шевченківський,13.0
177000.0,2.0,2185.0,5.0,13.0,2019.0,81.0,55.0,15.0,Маккейна,Шевченківський,11.0
86000.0,1.0,1654.0,8.0,36.0,2010.0,52.0,19.0,14.0,Перемоги,Шевченківський,19.0
70000.0,3.0,745.0,4.0,20.0,2014.0,94.0,45.0,14.0,Щербаківського,Дарницький,35.0
73000.0,1.0,1521.0,20.0,26.0,2018.0,48.0,10.0,23.0,Зарічна,Дарницький,15.0
45000.0,1.0,1125.0,9.0,10.0,1994.0,40.0,18.0,9.0,Будищанська,Деснянський,13.0
115000.0,1.0,2300.0,10.0,24.0,2019.0,50.0,17.0,21.0,Жилянська,"Печерський, Голосіївський, Шевченківський",12.0
79000.0,1.0,1775.0,5.0,18.0,2015.0,69.0,37.0,15.0,Комбінатна,Дніпровський,17.0
88000.0,2.0,989.0,4.0,25.0,2014.0,89.0,60.0,15.0,Ревуцького,Дарницький,14.0
29900.0,1.0,906.0,4.0,4.0,1960.0,33.0,19.0,6.0,Бородіна,Дарницький,8.0
95000.0,2.0,1730.0,10.0,16.0,1993.0,69.0,29.0,14.0,Драгоманова,Дарницький,26.0
128000.0,2.0,1829.0,21.0,24.0,2014.0,70.0,30.0,19.0,Преображенська,Солом'янський,21.0
68000.0,3.0,1172.0,1.0,3.0,2010.0,58.0,35.0,6.0,Депутатська,Святошинський,17.0
85000.0,2.0,1312.0,17.0,25.0,2010.0,69.0,38.0,14.0,Багговутівська,Шевченківський,17.0
160000.0,3.0,2078.0,3.0,5.0,2010.0,77.0,37.0,14.0,*** not found,Шевченківський,26.0
135000.0,2.0,2596.0,24.0,25.0,2014.0,52.0,40.0,20.0,Сікорського,Шевченківський,-8.0
800000.0,5.0,4000.0,8.0,19.0,2010.0,200.0,37.0,14.0,Драгомирова,Шевченківський,149.0
250000.0,3.0,2336.0,10.0,24.0,2016.0,107.0,66.0,13.0,Коперніка,Шевченківський,28.0
127000.0,2.0,1814.0,7.0,17.0,2002.0,70.0,36.0,15.0,Васильківська,Голосіївський,19.0
98000.0,1.0,1661.0,16.0,24.0,2010.0,59.0,18.0,14.0,Глибочицька,Шевченківський,27.0
125000.0,3.0,1389.0,18.0,25.0,2016.0,90.0,37.0,18.0,Чавдар,Печерський,35.0
229000.0,2.0,3181.0,5.0,6.0,1935.0,72.0,42.0,10.0,Шовковична,Печерський,20.0
115000.0,2.0,1420.0,23.0,25.0,2007.0,81.0,41.0,16.0,Дніпровська,Оболонський,24.0
56000.0,2.0,1098.0,2.0,10.0,1987.0,51.0,30.0,8.0,Славгородська,Дарницький,13.0
53000.0,2.0,1000.0,9.0,14.0,1990.0,53.0,29.0,8.0,Славгородська,Дарницький,16.0
250000.0,3.0,3125.0,8.0,19.0,2010.0,80.0,37.0,14.0,Драгомирова,Дарницький,29.0
205000.0,3.0,1627.0,23.0,25.0,2010.0,126.0,74.0,14.0,Срібнокільська,Дарницький,38.0
59950.0,3.0,517.0,10.0,16.0,2016.0,116.0,37.0,17.0,Харченка,Печерський,62.0
250000.0,1.0,3571.0,4.0,14.0,2012.0,70.0,22.0,27.0,Окіпної,Печерський,21.0
205000.0,1.0,3796.0,13.0,14.0,2017.0,54.0,18.0,25.0,Саперне Поле,Печерський,11.0
38500.0,1.0,1196.0,4.0,5.0,1960.0,69.0,37.0,14.0,Олени Теліги,Печерський,18.0
99999.0,2.0,1667.0,15.0,26.0,2013.0,60.0,39.0,16.0,Кондратюка,Печерський,5.0
120000.0,3.0,1739.0,1.0,9.0,1977.0,69.0,37.0,14.0,Мечнікова,Печерський,18.0
150000.0,3.0,1829.0,5.0,12.0,1997.0,82.0,42.0,9.0,Героїв Сталінграда,Оболонський,31.0
285000.0,4.0,1900.0,8.0,9.0,2010.0,150.0,37.0,22.0,Рибальська,Печерський,91.0
72500.0,2.0,1394.0,4.0,4.0,2019.0,52.0,30.0,14.0,Березова,Солом'янський,8.0
750000.0,3.0,5000.0,10.0,14.0,2017.0,150.0,95.0,18.0,Саперне Поле,Печерський,37.0
493000.0,4.0,4287.0,12.0,24.0,2019.0,115.0,80.0,20.0,Антоновича,"Голосіївський, Печерський",15.0
