Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,area_comfort,street,district
200000.0,2.0,2564.0,14.0,20.0,2005.0,78.0,38.0,19.0,21.0,Руставелі,Голосіївський
484000.0,2.0,3569.0,2.0,24.0,2010.0,45.0,37.0,14.0,0.0,Голосіївський,Голосіївський
79000.0,1.0,1775.0,5.0,18.0,2015.0,45.0,37.0,15.0,0.0,Комбінатна,Дніпровський
45000.0,2.0,1000.0,5.0,5.0,1960.0,45.0,31.0,6.0,8.0,Салютна,Шевченківський
91999.0,3.0,1000.0,1.0,5.0,1958.0,92.0,48.0,27.0,17.0,Ромоданова,Печерський
128000.0,1.0,2510.0,2.0,9.0,2015.0,51.0,15.0,25.0,11.0,Саперне Поле,Печерський
38700.0,1.0,900.0,18.0,25.0,2009.0,43.0,15.0,16.0,12.0,Сім’ї Кульженків,"Голосіївський, Печерський"
95000.0,2.0,1557.0,3.0,5.0,1960.0,61.0,37.0,14.0,10.0,Лабораторна,"Голосіївський, Печерський"
77000.0,1.0,1426.0,16.0,24.0,2015.0,54.0,22.0,11.0,21.0,Драгоманова,Дарницький
52990.0,1.0,1162.0,7.0,22.0,2009.0,140.0,19.0,20.0,101.0,Кудрявська,Шевченківський
330000.0,3.0,2357.0,2.0,9.0,2000.0,140.0,37.0,14.0,89.0,Кудрявська,Шевченківський
83000.0,2.0,1107.0,10.0,26.0,2019.0,75.0,30.0,27.0,18.0,Краківська,Дніпровський
105000.0,2.0,1721.0,12.0,12.0,2008.0,61.0,27.0,26.0,8.0,Кольцова,Святошинський
225000.0,2.0,4500.0,8.0,23.0,2019.0,50.0,37.0,14.0,0.0,Антоновича,"Голосіївський, Печерський"
62000.0,2.0,954.0,3.0,19.0,2001.0,65.0,37.0,14.0,14.0,Лариси Руденко,Оболонський
90000.0,4.0,811.0,1.0,14.0,2008.0,111.0,72.0,12.0,27.0,Івана Пулюя,Оболонський
215000.0,3.0,2389.0,2.0,5.0,1959.0,90.0,40.0,10.0,40.0,Українки,Оболонський
137000.0,3.0,1575.0,1.0,9.0,1970.0,87.0,59.0,13.0,15.0,Тютюнника,Оболонський
36000.0,1.0,1000.0,9.0,9.0,1980.0,36.0,19.0,7.0,10.0,Юрія Смолича,Оболонський
195000.0,4.0,1931.0,6.0,24.0,2014.0,101.0,70.0,15.0,16.0,Оболонський,Оболонський
60000.0,3.0,882.0,7.0,16.0,1975.0,68.0,44.0,8.0,16.0,Курбаса,Оболонський
87000.0,2.0,1338.0,16.0,17.0,2002.0,65.0,37.0,13.0,15.0,Верховинця,Оболонський
210000.0,2.0,2442.0,9.0,23.0,2012.0,86.0,42.0,21.0,23.0,Дніпровська,Оболонський
135000.0,2.0,1776.0,11.0,25.0,2011.0,76.0,45.0,12.0,19.0,Коломийський,Голосіївський
84000.0,3.0,944.0,8.0,26.0,2009.0,89.0,43.0,18.0,28.0,Правди,Подільський
160000.0,3.0,2000.0,21.0,25.0,2018.0,80.0,37.0,14.0,29.0,Каховська,Дніпровський
292000.0,3.0,2454.0,10.0,11.0,2009.0,119.0,37.0,17.0,65.0,Бойчука,Подільський
53000.0,1.0,1104.0,8.0,25.0,2009.0,48.0,14.0,19.0,15.0,Правди,Подільський
115000.0,1.0,2738.0,6.0,24.0,2019.0,42.0,37.0,14.0,0.0,Маккейна,Шевченківський
90900.0,1.0,1748.0,14.0,36.0,2009.0,52.0,37.0,14.0,1.0,Перемоги,Шевченківський
2100000.0,3.0,7292.0,7.0,11.0,2007.0,288.0,150.0,35.0,103.0,Грушевського,Дарницький
980000.0,6.0,2761.0,7.0,7.0,2010.0,355.0,320.0,33.0,2.0,Срібнокільська,Дарницький
91260.0,1.0,1738.0,29.0,36.0,2009.0,75.0,17.0,14.0,44.0,Перемоги,Шевченківський
118000.0,2.0,1573.0,16.0,22.0,2010.0,75.0,32.0,12.0,31.0,Урлівська,Дарницький
84100.0,2.0,1294.0,22.0,32.0,2009.0,65.0,34.0,14.0,17.0,Заболотного,Святошинський
79700.0,1.0,2952.0,23.0,23.0,2012.0,27.0,15.0,5.0,7.0,Максимовича,Святошинський
220000.0,4.0,1746.0,16.0,23.0,2004.0,126.0,80.0,14.0,32.0,Бажана,Оболонський
155000.0,2.0,2214.0,9.0,10.0,2014.0,70.0,37.0,14.0,19.0,Сікорського,Оболонський
40000.0,1.0,1176.0,10.0,16.0,1973.0,34.0,37.0,8.0,0.0,Курбаса,Оболонський
68500.0,1.0,1593.0,11.0,27.0,2009.0,43.0,14.0,16.0,13.0,Дніпровська,Оболонський
720000.0,4.0,4500.0,8.0,18.0,2009.0,160.0,37.0,14.0,109.0,Драгомирова,Деснянський
64000.0,2.0,1231.0,3.0,12.0,1983.0,52.0,30.0,9.0,13.0,Антонова,Деснянський
44000.0,2.0,1023.0,5.0,5.0,1960.0,43.0,27.0,6.0,10.0,Антонова,Деснянський
63000.0,3.0,1086.0,7.0,9.0,2009.0,58.0,40.0,7.0,11.0,Бучми,Деснянський
64500.0,3.0,935.0,7.0,9.0,1970.0,69.0,45.0,10.0,14.0,Кубанської України,Деснянський
249999.0,3.0,2500.0,17.0,25.0,2017.0,100.0,37.0,14.0,49.0,Панельна,Оболонський
270000.0,4.0,1525.0,17.0,25.0,2005.0,177.0,112.0,18.0,47.0,Коновальця,Оболонський
52000.0,1.0,1238.0,4.0,4.0,2009.0,42.0,17.0,14.0,11.0,Богатирська,Оболонський
50000.0,1.0,1562.0,9.0,9.0,1977.0,32.0,17.0,7.0,8.0,Оболонський,Оболонський
465000.0,4.0,3019.0,18.0,25.0,2005.0,154.0,37.0,14.0,103.0,Українки,Подільський
125000.0,3.0,1623.0,3.0,24.0,2015.0,77.0,42.0,14.0,21.0,Бориса Гмирі,Подільський
84000.0,2.0,1000.0,19.0,25.0,2009.0,84.0,37.0,23.0,24.0,Правди,Подільський
69000.0,1.0,1643.0,8.0,10.0,2018.0,42.0,12.0,20.0,10.0,Центральна,Дніпровський
70000.0,2.0,1446.0,6.0,9.0,1968.0,146.0,30.0,8.0,108.0,Преображенська,Солом'янський
260000.0,4.0,1781.0,24.0,24.0,2018.0,146.0,37.0,14.0,95.0,Коновальця,"Голосіївський, Шевченківський, Печерський"
124860.0,2.0,2230.0,5.0,5.0,1959.0,56.0,30.0,9.0,17.0,Українки,"Голосіївський, Шевченківський, Печерський"
135000.0,4.0,1688.0,5.0,5.0,1959.0,80.0,55.0,15.0,10.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський"
170000.0,3.0,2068.0,4.0,5.0,1910.0,50.0,37.0,14.0,0.0,Велика Васильківська,"Голосіївський, Шевченківський, Печерський"
84000.0,1.0,1680.0,12.0,26.0,2018.0,50.0,16.0,16.0,18.0,Липківського,Голосіївський
612500.0,5.0,2300.0,10.0,11.0,2009.0,37.0,37.0,38.0,0.0,Бойчука,Голосіївський
46500.0,2.0,1257.0,5.0,5.0,1962.0,37.0,22.0,7.0,8.0,Васильківська,Голосіївський
129000.0,3.0,1162.0,21.0,25.0,2007.0,111.0,58.0,14.0,39.0,Данькевича,Оболонський
89332.9,3.0,1146.5,1.0,4.0,2009.0,72.0,37.0,14.0,21.0,Богатирська,Оболонський
99000.0,3.0,1375.0,9.0,10.0,1977.0,72.0,37.0,14.0,21.0,Українки,Печерський
117000.0,3.0,1603.0,9.0,16.0,2009.0,73.0,29.0,11.0,33.0,Гречка,Печерський
1035900.0,5.0,4504.0,4.0,8.0,2016.0,230.0,75.0,78.0,77.0,Редутна,Печерський
132000.0,3.0,1650.0,22.0,24.0,2015.0,80.0,37.0,14.0,29.0,Бориса Гмирі,Подільський
340000.0,3.0,2833.0,2.0,18.0,2010.0,120.0,37.0,20.0,63.0,Драгомирова,Подільський
31000.0,1.0,1192.0,2.0,5.0,1965.0,26.0,37.0,6.0,0.0,Туполєва,Подільський
55000.0,3.0,859.0,1.0,9.0,1971.0,64.0,41.0,14.0,9.0,Кондратюка,Подільський
43000.0,2.0,915.0,1.0,9.0,1971.0,47.0,30.0,7.0,10.0,Мінський,Подільський
235000.0,4.0,1728.0,8.0,24.0,2007.0,136.0,81.0,17.0,38.0,Княжий Затон,Дарницький
105900.0,1.0,1925.0,22.0,26.0,2016.0,55.0,37.0,14.0,4.0,Герцена,Шевченківський
49700.0,1.0,1012.0,19.0,25.0,2020.0,110.0,18.0,18.0,74.0,Балтійський,Оболонський
110000.0,3.0,1000.0,10.0,17.0,2010.0,110.0,61.0,16.0,33.0,Ернста,Голосіївський
275000.0,2.0,3929.0,6.0,25.0,2010.0,70.0,37.0,25.0,8.0,Шаповала,Голосіївський
220000.0,2.0,3607.0,2.0,5.0,2009.0,61.0,30.0,10.0,21.0,Городецького,Голосіївський
30000.0,1.0,602.0,22.0,25.0,2009.0,81.0,37.0,14.0,30.0,Сім'ї Сосніних,Голосіївський
140000.0,1.0,2729.0,10.0,12.0,2009.0,81.0,37.0,14.0,30.0,Івана Мазепи,Голосіївський
132500.0,2.0,1636.0,15.0,22.0,2012.0,81.0,37.0,16.0,28.0,Червоноткацька,Голосіївський
50000.0,1.0,1667.0,5.0,5.0,1962.0,30.0,16.0,5.0,9.0,Голосіївська,Голосіївський
225000.0,3.0,2022.0,11.0,25.0,2008.0,71.0,37.0,14.0,20.0,Голосіївська,Голосіївський
165000.0,2.0,2324.0,2.0,4.0,1895.0,71.0,47.0,8.0,16.0,Миколи Гулака,Печерський
65000.0,2.0,970.0,24.0,25.0,2019.0,67.0,34.0,11.0,22.0,Миколи Гулака,Печерський
230000.0,2.0,4107.0,3.0,25.0,2019.0,56.0,37.0,14.0,5.0,Івана Федорова,Печерський
205000.0,1.0,3796.0,13.0,14.0,2017.0,54.0,18.0,25.0,11.0,Саперне Поле,Печерський
33071.4,1.0,718.9,24.0,25.0,2009.0,46.0,25.0,12.0,9.0,Миколи Хвильового,Шевченківський
777500.0,3.0,4494.0,3.0,13.0,2003.0,173.0,111.0,19.0,43.0,Паторжинського,Шевченківський
128500.0,3.0,988.0,23.0,24.0,2014.0,130.0,90.0,15.0,25.0,Наумовича,Оболонський
80000.0,2.0,1404.0,25.0,25.0,2010.0,57.0,24.0,19.0,14.0,Калнишевського,Оболонський
100500.0,2.0,1378.0,16.0,26.0,2009.0,47.0,37.0,14.0,0.0,Дніпровська,Оболонський
149000.0,1.0,3170.0,3.0,9.0,2009.0,47.0,37.0,14.0,0.0,Електриків,Подільський
95000.0,1.0,2317.0,14.0,25.0,2018.0,41.0,37.0,14.0,0.0,Солом'янська,Солом'янський
159000.0,2.0,2446.0,4.0,4.0,1898.0,65.0,15.0,30.0,20.0,Шевченка,Деснянський
68000.0,2.0,1259.0,14.0,16.0,1982.0,54.0,37.0,14.0,3.0,Озерна,Оболонський
89400.0,3.0,1090.0,9.0,15.0,1998.0,82.0,42.0,14.0,26.0,Григоренка,Голосіївський
330000.0,3.0,2674.0,4.0,24.0,2016.0,136.0,56.0,14.0,66.0,Антонова,Голосіївський
229000.0,3.0,1684.0,2.0,24.0,2013.0,136.0,72.0,20.0,44.0,Голосіївський,Голосіївський
67000.0,1.0,1426.0,16.0,16.0,2016.0,47.0,37.0,14.0,0.0,Комарова,"Солом'янський, Шевченківський "
66500.0,2.0,1279.0,9.0,10.0,1989.0,52.0,29.0,8.0,15.0,Борщагівська,"Солом'янський, Шевченківський "
480000.0,4.0,3200.0,20.0,23.0,2009.0,150.0,84.0,16.0,50.0,Шевченка,Деснянський
74000.0,1.0,1762.0,3.0,16.0,2009.0,42.0,37.0,14.0,0.0,Максимовича,Святошинський
175000.0,3.0,1842.0,10.0,25.0,2011.0,95.0,52.0,11.0,32.0,Ковальський,Солом'янський
159000.0,2.0,2092.0,20.0,24.0,2016.0,76.0,37.0,14.0,25.0,Малевича,Печерський
3200000.0,5.0,9143.0,5.0,5.0,2009.0,350.0,37.0,14.0,299.0,Мічуріна,Печерський
380000.0,3.0,1990.0,15.0,47.0,2012.0,191.0,37.0,14.0,140.0,Балтійський,Оболонський
63000.0,2.0,808.0,22.0,25.0,2009.0,78.0,36.0,12.0,30.0,Балтійський,Оболонський
85000.0,3.0,1104.0,6.0,20.0,1998.0,77.0,45.0,9.0,23.0,Азербайджанська,Дніпровський
130032.0,2.0,1548.0,15.0,25.0,2016.0,84.0,50.0,17.0,17.0,Зарічна,Дарницький
95700.0,3.0,1113.0,25.0,25.0,2016.0,86.0,43.0,12.0,31.0,Чавдар,Подільський
50000.0,1.0,1316.0,18.0,24.0,2019.0,38.0,17.0,10.0,11.0,Правди,Подільський
114900.0,3.0,1197.0,12.0,22.0,2006.0,96.0,47.0,14.0,35.0,Урлівська,Дарницький
41500.0,1.0,1092.0,4.0,25.0,2009.0,38.0,17.0,10.0,11.0,Бориспільська,Дарницький
125000.0,3.0,1302.0,12.0,25.0,2016.0,96.0,46.0,14.0,36.0,Поправки,Дарницький
48000.0,2.0,923.0,7.0,16.0,2009.0,52.0,37.0,14.0,1.0,Бориспільська,Дарницький
59899.0,2.0,1393.0,9.0,9.0,1967.0,43.0,28.0,7.0,8.0,Ентузіастів,Дніпровський
83000.0,1.0,1566.0,10.0,10.0,2017.0,53.0,37.0,14.0,2.0,Малоземельна,Дарницький
335000.0,1.0,4926.0,22.0,32.0,2016.0,68.0,16.0,35.0,17.0,Саксаганського,"Голосіївський, Печерський, Шевченківський"
98500.0,3.0,1449.0,5.0,9.0,1980.0,68.0,43.0,10.0,15.0,Героїв Сталінграда,Оболонський
58000.0,3.0,841.0,9.0,9.0,1971.0,69.0,37.0,14.0,18.0,Зодчих,Святошинський
52000.0,1.0,1576.0,10.0,24.0,2010.0,33.0,15.0,7.0,11.0,Калнишевського,Печерський
195000.0,2.0,1550.0,8.0,18.0,2009.0,168.0,37.0,14.0,117.0,Філатова,Печерський
345000.0,4.0,2054.0,10.0,18.0,2005.0,168.0,89.0,13.0,66.0,Старонаводницька,Печерський
89900.0,2.0,1138.0,2.0,34.0,2009.0,79.0,32.0,20.0,27.0,Заболотного,Подільський
58000.0,1.0,1286.0,24.0,25.0,2009.0,65.0,37.0,14.0,14.0,Правди,Подільський
66500.0,3.0,1023.0,5.0,9.0,1978.0,65.0,42.0,8.0,15.0,Антоновича,"Голосіївський, Печерський"
290000.0,1.0,6444.0,22.0,24.0,2019.0,45.0,12.0,18.0,15.0,Антоновича,"Голосіївський, Печерський"
380000.0,4.0,1767.0,3.0,25.0,2011.0,215.0,110.0,40.0,65.0,Шаповала,Шевченківський
135000.0,2.0,1800.0,5.0,10.0,2001.0,75.0,27.0,34.0,14.0,Деревлянська,Шевченківський
165000.0,3.0,1602.0,9.0,17.0,2011.0,103.0,60.0,25.0,18.0,Вільямса,Солом'янський
107000.0,3.0,1189.0,12.0,14.0,2010.0,90.0,52.0,11.0,27.0,Васильченка,Солом'янський
139990.0,1.0,3182.0,24.0,24.0,2017.0,44.0,20.0,15.0,9.0,Предславинська,Печерський
31000.0,1.0,886.0,14.0,25.0,2009.0,35.0,37.0,14.0,0.0,Крайня,Деснянський
58000.0,2.0,866.0,15.0,25.0,2009.0,67.0,32.0,12.0,23.0,Милославська,Деснянський
145000.0,3.0,1593.0,3.0,25.0,2018.0,91.0,68.0,17.0,6.0,Воскресенська,Дніпровський
67900.0,2.0,1235.0,22.0,26.0,2009.0,55.0,25.0,15.0,15.0,Маланюка,Оболонський
230000.0,3.0,2035.0,12.0,24.0,2007.0,113.0,53.0,15.0,45.0,Дніпровська,Оболонський
240000.0,3.0,2449.0,4.0,5.0,1895.0,98.0,57.0,11.0,30.0,Пушкінська,Шевченківський
65280.0,1.0,1200.0,8.0,18.0,2009.0,61.0,37.0,14.0,10.0,Набережно-Корчуватська,Голосіївський
150000.0,2.0,2459.0,23.0,25.0,2015.0,61.0,33.0,9.0,19.0,Зарічна,Дарницький
499990.0,3.0,3125.0,5.0,11.0,2005.0,160.0,37.0,14.0,109.0,Тургенєвська,Шевченківський
66624.0,3.0,833.1,13.0,26.0,2009.0,45.0,37.0,14.0,0.0,Радченка,Дарницький
140000.0,3.0,1265.0,6.0,9.0,2009.0,45.0,37.0,38.0,0.0,Зарічна,Дарницький
68900.0,1.0,1531.0,8.0,9.0,2016.0,45.0,25.0,11.0,9.0,Метрологічна,Голосіївський
49500.0,2.0,1053.0,5.0,9.0,1969.0,47.0,28.0,7.0,12.0,Кольцова,Святошинський
138000.0,2.0,2300.0,13.0,14.0,2017.0,60.0,30.0,10.0,20.0,Максимовича,Святошинський
55500.0,2.0,911.0,8.0,18.0,1971.0,106.0,28.0,14.0,64.0,Науки,Голосіївський
206000.0,3.0,1943.0,18.0,20.0,2008.0,106.0,58.0,14.0,34.0,Саперно-Слобідська,Голосіївський
110000.0,1.0,3333.0,3.0,10.0,1977.0,33.0,20.0,14.0,0.0,Шовковична,Печерський
250000.0,3.0,2809.0,3.0,23.0,2019.0,89.0,37.0,14.0,38.0,Трускавецька,Дарницький
59157.0,2.0,873.0,11.0,17.0,2009.0,46.0,37.0,14.0,0.0,Гавела,"Шевченківський, Солом'янський"
53000.0,1.0,1152.0,7.0,25.0,2009.0,46.0,37.0,14.0,0.0,Повітрофлотський,"Шевченківський, Солом'янський"
58000.0,3.0,1000.0,9.0,9.0,1967.0,58.0,37.0,8.0,13.0,Запорожця,Шевченківський
177000.0,2.0,2185.0,5.0,13.0,2019.0,81.0,55.0,15.0,11.0,Маккейна,Шевченківський
86000.0,1.0,1654.0,8.0,36.0,2009.0,52.0,19.0,14.0,19.0,Перемоги,Шевченківський
70000.0,3.0,745.0,4.0,20.0,2014.0,94.0,45.0,14.0,35.0,Щербаківського,Дарницький
73000.0,1.0,1521.0,20.0,26.0,2018.0,48.0,10.0,23.0,15.0,Зарічна,Дарницький
45000.0,1.0,1125.0,9.0,10.0,1994.0,40.0,18.0,9.0,13.0,Будищанська,Деснянський
115000.0,1.0,2300.0,10.0,24.0,2019.0,50.0,17.0,21.0,12.0,Жилянська,"Печерський, Голосіївський, Шевченківський"
88000.0,2.0,989.0,4.0,25.0,2014.0,89.0,60.0,15.0,14.0,Ревуцького,Дарницький
29900.0,1.0,906.0,4.0,4.0,1960.0,33.0,19.0,6.0,8.0,Бородіна,Дарницький
189000.0,4.0,1550.0,8.0,18.0,2009.0,70.0,37.0,14.0,19.0,Руставелі,Дарницький
95000.0,2.0,1730.0,10.0,16.0,1993.0,70.0,29.0,14.0,27.0,Драгоманова,Дарницький
128000.0,2.0,1829.0,21.0,24.0,2014.0,70.0,30.0,19.0,21.0,Преображенська,Солом'янський
68000.0,3.0,1172.0,1.0,3.0,2009.0,58.0,35.0,6.0,17.0,Депутатська,Святошинський
85000.0,2.0,1312.0,17.0,25.0,2009.0,77.0,38.0,14.0,25.0,Багговутівська,Шевченківський
160000.0,3.0,2078.0,3.0,5.0,2009.0,77.0,37.0,14.0,26.0,Сікорського,Шевченківський
135000.0,2.0,2596.0,24.0,25.0,2014.0,52.0,40.0,20.0,0.0,Сікорського,Шевченківський
800000.0,5.0,4000.0,8.0,18.0,2009.0,200.0,37.0,14.0,149.0,Драгомирова,Шевченківський
250000.0,3.0,2336.0,10.0,24.0,2016.0,107.0,66.0,13.0,28.0,Коперніка,Шевченківський
127000.0,2.0,1814.0,7.0,17.0,2002.0,70.0,36.0,15.0,19.0,Васильківська,Голосіївський
98000.0,1.0,1661.0,16.0,24.0,2009.0,59.0,18.0,14.0,27.0,Глибочицька,Шевченківський
125000.0,3.0,1389.0,18.0,25.0,2016.0,90.0,37.0,18.0,35.0,Чавдар,Оболонський
115000.0,2.0,1420.0,23.0,25.0,2007.0,81.0,41.0,16.0,24.0,Дніпровська,Оболонський
90000.0,2.0,1550.0,8.0,18.0,2009.0,51.0,37.0,14.0,0.0,Антоновича,"Голосіївський, Печерський"
56000.0,2.0,1098.0,2.0,10.0,1987.0,51.0,30.0,8.0,13.0,Славгородська,Дарницький
53000.0,2.0,1000.0,9.0,14.0,1990.0,53.0,29.0,8.0,16.0,Славгородська,Дарницький
250000.0,3.0,3125.0,8.0,18.0,2009.0,80.0,37.0,14.0,29.0,Драгомирова,Дарницький
205000.0,3.0,1627.0,23.0,25.0,2010.0,126.0,74.0,14.0,38.0,Срібнокільська,Дарницький
59950.0,3.0,517.0,10.0,16.0,2016.0,116.0,37.0,17.0,62.0,Харченка,Печерський
250000.0,1.0,3571.0,4.0,14.0,2012.0,70.0,22.0,27.0,21.0,Окіпної,Печерський
38500.0,1.0,1196.0,4.0,5.0,1960.0,60.0,37.0,14.0,9.0,Олени Теліги,Печерський
99999.0,2.0,1667.0,15.0,26.0,2013.0,60.0,39.0,16.0,5.0,Кондратюка,Печерський
120000.0,3.0,1739.0,1.0,9.0,1977.0,69.0,37.0,14.0,18.0,Мечнікова,Печерський
150000.0,3.0,1829.0,5.0,12.0,1997.0,82.0,42.0,9.0,31.0,Героїв Сталінграда,Оболонський
285000.0,4.0,1900.0,8.0,9.0,2009.0,150.0,37.0,22.0,91.0,Рибальська,Печерський
72500.0,2.0,1394.0,4.0,4.0,2019.0,52.0,30.0,14.0,8.0,Березова,Солом'янський
750000.0,3.0,5000.0,10.0,14.0,2017.0,150.0,95.0,18.0,37.0,Саперне Поле,Печерський
493000.0,4.0,4287.0,12.0,24.0,2019.0,115.0,80.0,20.0,15.0,Антоновича,"Голосіївський, Печерський"
290000.0,3.0,3333.0,22.0,25.0,2019.0,87.0,55.0,15.0,17.0,Маккейна,Печерський
247000.0,3.0,2100.0,13.0,17.0,2019.0,79.0,63.0,15.0,1.0,Лейпцизька,Печерський
90000.0,2.0,1139.0,13.0,23.0,2015.0,79.0,34.0,18.0,27.0,Драгоманова,Дарницький
80000.0,3.0,1250.0,9.0,9.0,1972.0,64.0,37.0,14.0,13.0,Коновальця,Шевченківський
103900.0,3.0,1071.0,21.0,25.0,2009.0,97.0,51.0,16.0,30.0,Василя Стуса,Шевченківський
265000.0,3.0,2944.0,13.0,17.0,2006.0,90.0,38.0,42.0,10.0,Тютюнника,Шевченківський
105000.0,3.0,1641.0,1.0,5.0,1957.0,64.0,40.0,8.0,16.0,Січових Стрільців,Шевченківський
78000.0,2.0,1696.0,5.0,11.0,2018.0,46.0,20.0,20.0,6.0,Райдужна,Дніпровський
44900.0,1.0,1182.0,7.0,10.0,1988.0,38.0,17.0,8.0,13.0,Закревського,Шевченківський
494000.0,6.0,1502.0,8.0,10.0,1996.0,329.0,193.0,47.0,89.0,Тургенєвська,Шевченківський
55000.0,2.0,1078.0,9.0,10.0,1982.0,51.0,31.0,8.0,12.0,Зої Космодем'янської,Деснянський
59280.0,2.0,874.0,5.0,26.0,2009.0,44.0,37.0,14.0,0.0,Радченка,Деснянський
56000.0,1.0,1273.0,11.0,25.0,2009.0,44.0,37.0,14.0,0.0,Сверстюка,Деснянський
47500.0,1.0,1105.0,10.0,18.0,2006.0,43.0,20.0,10.0,13.0,Милославська,Деснянський
100000.0,2.0,1099.0,8.0,9.0,1970.0,91.0,37.0,14.0,40.0,Метрологічна,Голосіївський
103000.0,1.0,2341.0,8.0,18.0,2009.0,44.0,37.0,14.0,0.0,Деміївська,Голосіївський
95000.0,3.0,1118.0,2.0,15.0,2019.0,85.0,47.0,13.0,25.0,Перемоги,Шевченківський
76800.0,3.0,985.0,2.0,5.0,1958.0,78.0,78.0,9.0,0.0,Вишгородська,"Подільський, Оболонський"
257500.0,2.0,4769.0,8.0,25.0,2015.0,54.0,37.0,14.0,3.0,Маккейна,Шевченківський
52500.0,1.0,1094.0,9.0,22.0,2009.0,48.0,37.0,21.0,0.0,Перемоги,Шевченківський
302200.0,4.0,2001.0,5.0,22.0,2013.0,151.0,37.0,14.0,100.0,Перемоги,Шевченківський
63500.0,2.0,814.0,22.0,25.0,2009.0,78.0,36.0,12.0,30.0,Балтійський,Оболонський
550000.0,4.0,3416.0,8.0,26.0,2009.0,161.0,67.0,40.0,54.0,Звіринецька,Печерський
98700.0,2.0,1484.0,15.0,25.0,2019.0,37.0,37.0,19.0,0.0,Ревуцького,Дарницький
35000.0,1.0,946.0,8.0,9.0,1992.0,37.0,19.0,7.0,11.0,Милославська,Деснянський
56000.0,2.0,851.0,14.0,24.0,2009.0,27.0,37.0,14.0,0.0,Вербицького,Солом'янський
36000.0,1.0,1333.0,4.0,5.0,1960.0,27.0,37.0,14.0,0.0,Новгородська,Солом'янський
87000.0,1.0,1839.0,2.0,25.0,2015.0,180.0,25.0,10.0,145.0,Бажана,Подільський
220000.0,5.0,1222.0,5.0,6.0,2009.0,180.0,72.0,12.0,96.0,Канівська,Подільський
109000.0,3.0,1253.0,7.0,16.0,2009.0,87.0,37.0,14.0,36.0,Максимовича,Святошинський
125000.0,2.0,1689.0,23.0,25.0,2016.0,74.0,37.0,14.0,23.0,Донця,Подільський
600000.0,3.0,4800.0,2.0,14.0,2009.0,125.0,37.0,14.0,74.0,Драгомирова,Подільський
60000.0,1.0,1277.0,5.0,16.0,2009.0,47.0,22.0,14.0,11.0,Тираспольська,Подільський
15700000.0,3.0,157000.0,2.0,4.0,1917.0,100.0,76.0,12.0,12.0,Саксаганського,"Голосіївський, Печерський, Шевченківський"
45000.0,1.0,1214.9,5.0,16.0,1990.0,118.0,37.0,14.0,67.0,Тираспольська,Подільський
160000.0,3.0,1356.0,11.0,25.0,2015.0,118.0,85.0,33.0,0.0,Зарічна,Дарницький
65000.0,2.0,1413.0,11.0,16.0,1981.0,46.0,27.0,9.0,10.0,Гонгадзе,Подільський
495000.0,3.0,4420.0,13.0,39.0,2017.0,112.0,37.0,14.0,61.0,Українки,Подільський
59000.0,2.0,1283.0,3.0,5.0,1965.0,46.0,37.0,14.0,0.0,Світлицького,Подільський
68000.0,2.0,1447.0,5.0,10.0,1970.0,47.0,35.0,7.0,5.0,Воробйова,Дніпровський
81000.0,3.0,1012.0,17.0,25.0,2018.0,80.0,60.0,14.0,6.0,Каховська,Дніпровський
67000.0,1.0,1675.0,9.0,23.0,2009.0,40.0,37.0,12.0,0.0,Глибочицька,Шевченківський
170000.0,3.0,1339.0,3.0,3.0,1954.0,127.0,86.0,30.0,11.0,Білокур,Оболонський
54500.0,1.0,996.0,23.0,25.0,2009.0,136.0,37.0,12.0,87.0,Балтійський,Оболонський
232000.0,3.0,1706.0,11.0,13.0,2014.0,136.0,70.0,14.0,52.0,Антоновича,"Голосіївський, Печерський"
75000.0,2.0,789.0,18.0,25.0,2009.0,46.0,37.0,14.0,0.0,Кондратюка,Дарницький
99000.0,1.0,2152.0,3.0,4.0,1898.0,46.0,25.0,10.0,11.0,Гончара,Дарницький
55000.0,1.0,1310.0,6.0,25.0,2019.0,42.0,13.0,9.0,20.0,Ревуцького,Дарницький
475000.0,3.0,5000.0,3.0,13.0,2017.0,95.0,66.0,13.0,16.0,Драгоманова,Дарницький
70000.0,1.0,1659.0,1.0,19.0,2006.0,66.0,18.0,10.0,38.0,Драгоманова,Дарницький
79900.0,2.0,1211.0,24.0,25.0,2013.0,66.0,36.0,13.0,17.0,Сім’ї Кульженків,Голосіївський
215767.9,3.0,2157.7,8.0,16.0,2000.0,100.0,57.0,12.0,31.0,Панельна,Голосіївський
155000.0,3.0,1550.0,13.0,16.0,2012.0,100.0,55.0,16.0,29.0,Вільямса,Голосіївський
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,22.0,Голосіївська,Голосіївський
1010000.0,4.0,5674.0,23.0,26.0,2017.0,178.0,92.0,22.0,64.0,Оболонський,Оболонський
45000.0,1.0,1500.0,1.0,9.0,1975.0,30.0,16.0,5.0,9.0,Миколи Голего,Солом'янський
80000.0,1.0,1333.0,4.0,24.0,2012.0,60.0,37.0,14.0,9.0,Дніпровська,Оболонський
115000.0,2.0,1575.0,21.0,25.0,2015.0,73.0,37.0,15.0,21.0,Малиновського,Шевченківський
